Kokoro Tensors Count: 459
dec.gen.resblocks.5.adain2.0.bias | Float32 | dims=[256]
dec.gen.resblocks.5.adain2.0.weight | Q8_0 | dims=[128,256]
dec.gen.resblocks.5.adain2.1.bias | Float32 | dims=[256]
dec.gen.resblocks.5.adain2.1.weight | Q8_0 | dims=[128,256]
dec.gen.resblocks.5.adain2.2.bias | Float32 | dims=[256]
dec.gen.resblocks.5.adain2.2.weight | Q8_0 | dims=[128,256]
dec.gen.resblocks.5.alpha1.0 | Float16 | dims=[1,128]
dec.gen.resblocks.5.alpha1.1 | Float16 | dims=[1,128]
dec.gen.resblocks.5.alpha1.2 | Float16 | dims=[1,128]
dec.gen.resblocks.5.alpha2.0 | Float16 | dims=[1,128]
dec.gen.resblocks.5.alpha2.1 | Float16 | dims=[1,128]
dec.gen.resblocks.5.alpha2.2 | Float16 | dims=[1,128]
dec.gen.resblocks.5.convs1.0.bias | Float32 | dims=[128]
dec.gen.resblocks.5.convs1.0.weight | Float16 | dims=[11,128,128]
dec.gen.resblocks.5.convs1.1.bias | Float32 | dims=[128]
dec.gen.resblocks.5.convs1.1.weight | Float16 | dims=[11,128,128]
dec.gen.resblocks.5.convs1.2.bias | Float32 | dims=[128]
dec.gen.resblocks.5.convs1.2.weight | Float16 | dims=[11,128,128]
dec.gen.resblocks.5.convs2.0.bias | Float32 | dims=[128]
dec.gen.resblocks.5.convs2.0.weight | Float16 | dims=[11,128,128]
dec.gen.resblocks.5.convs2.1.bias | Float32 | dims=[128]
dec.gen.resblocks.5.convs2.1.weight | Float16 | dims=[11,128,128]
dec.gen.resblocks.5.convs2.2.bias | Float32 | dims=[128]
dec.gen.resblocks.5.convs2.2.weight | Float16 | dims=[11,128,128]
dec.gen.ups.0.bias | Float32 | dims=[256]
dec.gen.ups.0.weight | Float16 | dims=[20,256,512]
dec.gen.ups.1.bias | Float32 | dims=[128]
dec.gen.ups.1.weight | Float16 | dims=[12,128,256]
text_enc.cnn.0.conv.bias | Float32 | dims=[512]
text_enc.cnn.0.conv.weight | Float16 | dims=[5,512,512]
text_enc.cnn.0.ln.beta | Float32 | dims=[512]
text_enc.cnn.0.ln.gamma | Float32 | dims=[512]
text_enc.cnn.1.conv.bias | Float32 | dims=[512]
text_enc.cnn.1.conv.weight | Float16 | dims=[5,512,512]
text_enc.cnn.1.ln.beta | Float32 | dims=[512]
text_enc.cnn.1.ln.gamma | Float32 | dims=[512]
text_enc.cnn.2.conv.bias | Float32 | dims=[512]
text_enc.cnn.2.conv.weight | Float16 | dims=[5,512,512]
text_enc.cnn.2.ln.beta | Float32 | dims=[512]
text_enc.cnn.2.ln.gamma | Float32 | dims=[512]
text_enc.embd.weight | Q8_0 | dims=[512,178]
text_enc.lstm.bias_hh_l0 | Float32 | dims=[1024]
text_enc.lstm.bias_hh_l0_reverse | Float32 | dims=[1024]
text_enc.lstm.bias_ih_l0 | Float32 | dims=[1024]
text_enc.lstm.bias_ih_l0_reverse | Float32 | dims=[1024]
text_enc.lstm.weight_hh_l0 | Q8_0 | dims=[256,1024]
text_enc.lstm.weight_hh_l0_reverse | Q8_0 | dims=[256,1024]
text_enc.lstm.weight_ih_l0 | Q8_0 | dims=[512,1024]
text_enc.lstm.weight_ih_l0_reverse | Q8_0 | dims=[512,1024]
